Cite Key,Title,Authors,Year,Publication Date,Journal,Volume,Pages,Abstract,Citation Count,Citations/Year,DOI,URL,Relevance Score
Hes02,Towards the Control of Linear Systems with Minimum Bit-Rate,"J. Hespanha, Antonio Ortega, and L. Vasudevan",2002,,,,,"We address the problem of determining the minimum bit-rate needed to stabilize a linear time-invariant process. For the noise free case, we determine a bit-rate below which stabilization is not possible and above which asymptotic stabilization can be achieved. Inspired by differential pulse code modulation (DPCM) techniques, we propose practical encoding/decoding schemes that guarantee boundedness of the state for the case of a noisy linear time-invariant process. With fixed-step quantization, we are only able to approach the minimum bit-rate for the noiseless case. However, with variable-step quantization we are able to approach it even in the presence of noise and disturbances.",240,9.9,,https://www.semanticscholar.org/paper/b72f6715cece3f0d4fc696236313ddac141af641,1.2000
Mor15,Biological Autonomy: A Philosophical and Theoretical Enquiry,Á. Moreno and M. Mossio,2015,2015-05-04,,,,"Introduction: Life as autonomy.- I. Constraints and organisational closure.- II. Biological emergence and inter-levels causation.- III. Teleology, normativity, and functionality.- IV. Agency.- V. Evolution: the historical dimension of autonomy.- VI. Organisms and levels of autonomy.- VII. Cognition.- VIII. Opening conclusions.- Index.",338,31,10.1007/978-94-017-9837-2,https://doi.org/10.1007/978-94-017-9837-2,1.2000
Sub20,Approximate information state for approximate planning and reinforcement learning in partially observed systems,"Jayakumar Subramanian, Amit Sinha, Raihan Seraj, and A. Mahajan",2020,2020-10-17,ArXiv,abs/2010.08843,,"We propose a theoretical framework for approximate planning and learning in partially observed systems. Our framework is based on the fundamental notion of information state. We provide two equivalent definitions of information state---i) a function of history which is sufficient to compute the expected reward and predict its next value; ii) equivalently, a function of the history which can be recursively updated and is sufficient to compute the expected reward and predict the next observation. An information state always leads to a dynamic programming decomposition. Our key result is to show that if a function of the history (called approximate information state (AIS)) approximately satisfies the properties of the information state, then there is a corresponding approximate dynamic program. We show that the policy computed using this is approximately optimal with bounded loss of optimality. We show that several approximations in state, observation and action spaces in literature can be viewed as instances of AIS. In some of these cases, we obtain tighter bounds. A salient feature of AIS is that it can be learnt from data. We present AIS based multi-time scale policy gradient algorithms. and detailed numerical experiments with low, moderate and high dimensional environments.",112,20,,https://www.semanticscholar.org/paper/abde7540643e5093cba41a2e4554116bb9241980,1.2000
Gir08,Approximately Bisimilar Symbolic Models for Incrementally Stable Switched Systems,"A. Girard, G. Pola, and P. Tabuada",2008,2008-04-22,IEEE Transactions on Automatic Control,55,116-126,"Switched systems constitute an important modeling paradigm faithfully describing many engineering systems in which software interacts with the physical world. Despite considerable progress on stability and stabilization of switched systems, the constant evolution of technology demands that we make similar progress with respect to different, and perhaps more complex, objectives. This paper describes one particular approach to address these different objectives based on the construction of approximately equivalent (bisimilar) symbolic models for switched systems. The main contribution of this paper consists in showing that under standard assumptions ensuring incremental stability of a switched system (i.e., existence of a common Lyapunov function, or multiple Lyapunov functions with dwell time), it is possible to construct a finite symbolic model that is approximately bisimilar to the original switched system with a precision that can be chosen a priori. To support the computational merits of the proposed approach, we use symbolic models to synthesize controllers for two examples of switched systems, including the boost dc-dc converter.",376,21,10.1109/TAC.2009.2034922,https://doi.org/10.1109/TAC.2009.2034922,1.2000
Sha03,What Is a Macrostate? Subjective Observations and Objective Dynamics,C. Shalizi and Cristopher Moore,2003,2003-03-29,Foundations of Physics,55,,"We consider the question of whether thermodynamic macrostates are objective consequences of dynamics, or subjective reflections of our ignorance of a physical system. We argue that they are both; more specifically, that the set of macrostates forms the unique maximal partition of phase space which (1) is consistent with our observations (a subjective fact about our ability to observe the system) and (2) obeys a Markov process (an objective fact about the system’s dynamics). We review the ideas of computational mechanics, an information-theoretic method for finding optimal causal models of stochastic processes, and argue that macrostates coincide with the “causal states” of computational mechanics. Defining a set of macrostates thus consists of an inductive process where we start with a given set of observables, and then refine our partition of phase space until we reach a set of states which predict their own future, i.e. which are Markovian. Macrostates arrived at in this way are provably optimal statistical predictors of the future values of our observables.",54,2.3,10.1007/s10701-024-00814-1,https://doi.org/10.1007/s10701-024-00814-1,1.2000
Sza15,Toward major evolutionary transitions theory 2.0,E. Szathmáry,2015,2015-04-02,Proceedings of the National Academy of Sciences,112,10104 - 10111,"The impressive body of work on the major evolutionary transitions in the last 20 y calls for a reconstruction of the theory although a 2D account (evolution of informational systems and transitions in individuality) remains. Significant advances include the concept of fraternal and egalitarian transitions (lower-level units like and unlike, respectively). Multilevel selection, first without, then with, the collectives in focus is an important explanatory mechanism. Transitions are decomposed into phases of origin, maintenance, and transformation (i.e., further evolution) of the higher level units, which helps reduce the number of transitions in the revised list by two so that it is less top-heavy. After the transition, units show strong cooperation and very limited realized conflict. The origins of cells, the emergence of the genetic code and translation, the evolution of the eukaryotic cell, multicellularity, and the origin of human groups with language are reconsidered in some detail in the light of new data and considerations. Arguments are given why sex is not in the revised list as a separate transition. Some of the transitions can be recursive (e.g., plastids, multicellularity) or limited (transitions that share the usual features of major transitions without a massive phylogenetic impact, such as the micro- and macronuclei in ciliates). During transitions, new units of reproduction emerge, and establishment of such units requires high fidelity of reproduction (as opposed to mere replication).",394,35,10.1073/pnas.1421398112,https://doi.org/10.1073/pnas.1421398112,1.2000
Fer11,Bisimulation Metrics for Continuous Markov Decision Processes,"N. Ferns, P. Panangaden, and Doina Precup",2011,2011-11-01,SIAM J. Comput.,40,1662-1714,"In recent years, various metrics have been developed for measuring the behavioral similarity of states in probabilistic transition systems [J. Desharnais et al., Proceedings of CONCUR'99, Springer-Verlag, London, 1999, pp. 258-273; F. van Breugel and J. Worrell, Proceedings of ICALP'01, Springer-Verlag, London, 2001, pp. 421-432]. In the context of finite Markov decision processes (MDPs), we have built on these metrics to provide a robust quantitative analogue of stochastic bisimulation [N. Ferns, P. Panangaden, and D. Precup, Proceedings of UAI-04, AUAI Press, Arlington, VA, 2004, pp. 162-169] and an efficient algorithm for its calculation [N. Ferns, P. Panangaden, and D. Precup, Proceedings of UAI-06, AUAI Press, Arlington, VA, 2006, pp. 174-181]. In this paper, we seek to properly extend these bisimulation metrics to MDPs with continuous state spaces. In particular, we provide the first distance-estimation scheme for metrics based on bisimulation for continuous probabilistic transition systems. Our work, based on statistical sampling and infinite dimensional linear programming, is a crucial first step in formally guiding real-world planning, where tasks are usually continuous and highly stochastic in nature, e.g., robot navigation, and often a substitution with a parametric model or crude finite approximation must be made. We show that the optimal value function associated with a discounted infinite-horizon planning task is continuous with respect to metric distances. Thus, our metrics allow one to reason about the quality of solution obtained by replacing one model with another. Alternatively, they may potentially be used directly for state aggregation.",168,12,10.1137/10080484X,https://doi.org/10.1137/10080484X,1.1800
Cho02b,Conditional Expectations and Renormalization,A. Chorin,2002,2002-04-17,Multiscale Model. Simul.,1,105-118,"Suppose one wants to approximate m components of an n-dimensional system of nonlinear differential equations (m < n) without solving the full system. In general, a smaller system of m equations has right-hand sides which depend on all of the n variables. The simplest approximation is the replacement of those right-hand sides by their conditional expectations given the values of the m variables that are kept. It is assumed that an initial probability density of all the variables is known. This construction is first-order optimal prediction. We here address the problem of actually finding these conditional expectations in the Hamiltonian case.We start from Hald's observation that if the full system is Hamiltonian, then so is the reduced system whose right-hand sides are conditional expectations. The relation between the Hamiltonians of the full system and those of the reduced system is the same as the relation between a renormalized and a bare Hamiltonian in a renormalization group (RNG) transformation. Thi...",60,2.5,10.1137/S1540345902405556,https://doi.org/10.1137/S1540345902405556,1.1200
Won97,Systems with finite communication bandwidth constraints. I. State estimation problems,W. Wong and R. Brockett,1997,1997-09-01,IEEE Trans. Autom. Control.,42,1294-1299,"In this paper, we investigate a state estimation problem involving finite communication capacity constraints. Unlike classical estimation problems where the observation is a continuous process corrupted by additive noises, there is a constraint that the observations must be coded and transmitted over a digital communication channel with finite capacity. This problem is formulated mathematically, and some convergence properties are defined. Moreover, the concept of a finitely recursive coder-estimator sequence is introduced. A new upper bound for the average estimation error is derived for a large class of random variables. Convergence properties of some coder-estimator algorithms are analyzed. Various conditions connecting the communication data rate with the rate of change of the underlying dynamics are established for the existence of stable and asymptotically convergent coder-estimator schemes.",578,20,10.1109/9.623096,https://doi.org/10.1109/9.623096,1.1200
Bal93,Lumpability and marginalisability for continuous-time Markov chains,F. Ball and G. Yeo,1993,1993-09-01,Journal of Applied Probability,30,518 - 528,,70,2.1,10.2307/3214762,https://doi.org/10.2307/3214762,1.1000
Bai99,Feedback Designs for Controlling Device Arrays with Communication Channel Bandwidth Constraints,J. Baillieul,1999,,,,,This paper reports a tight bound on the data capacity a feedback channel must provide in order to stabilize a right half-plane pole.,117,4.3,,https://www.semanticscholar.org/paper/b58112fcd8f12e784345d7242d47c6a6c9c1e8ec,1.1000
Fox16c,Minimum-information LQG control part I: Memoryless controllers,Roy Fox and Naftali Tishby,2016,2016-06-06,2016 IEEE 55th Conference on Decision and Control (CDC),,5610-5616,"With the increased demand for power efficiency in feedback-control systems, communication is becoming a limiting factor, raising the need to trade off the external cost that they incur with the capacity of the controller's communication channels. With a proper design of the channels, this translates into a sequential rate-distortion problem, where we minimize the rate of information required for the controller's operation under a constraint on its external cost. Memoryless controllers are of particular interest both for the simplicity and frugality of their implementation and as a basis for studying more complex controllers. In this paper we present the optimality principle for memoryless linear controllers that utilize minimal information rates to achieve a guaranteed external-cost level. We also study the interesting and useful phenomenology of the optimal controller, such as the principled reduction of its order.",18,1.8,10.1109/CDC.2016.7799131,https://doi.org/10.1109/CDC.2016.7799131,1.1000
Fla17,Coarse-graining as a downward causation mechanism,J. Flack,2017,2017-11-13,"Philosophical transactions. Series A, Mathematical, physical, and engineering sciences",375,,Downward causation is the controversial idea that ‘higher’ levels of organization can causally influence behaviour at ‘lower’ levels of organization. Here I propose that we can gain traction on downward causation by being operational and examining how adaptive systems identify regularities in evolutionary or learning time and use these regularities to guide behaviour. I suggest that in many adaptive systems components collectively compute their macroscopic worlds through coarse-graining. I further suggest we move from simple feedback to downward causation when components tune behaviour in response to estimates of collectively computed macroscopic properties. I introduce a weak and strong notion of downward causation and discuss the role the strong form plays in the origins of new organizational levels. I illustrate these points with examples from the study of biological and social systems and deep neural networks. This article is part of the themed issue ‘Reconceptualizing the origins of life’.,160,19,10.1098/rsta.2016.0338,https://doi.org/10.1098/rsta.2016.0338,1.1000
Gir09,Hierarchical control system design using approximate simulation,A. Girard and George Pappas,2009,2009-02-01,Autom.,45,566-571,"In this paper, we present a new approach for hierarchical control based on the recent notions of approximate simulation and simulation functions, a quantitative version of the simulation relations. Given a complex system that need to be controlled and a simpler abstraction, we show how the knowledge of a simulation function allows us to synthesize hierarchical control laws by first controlling the abstraction and then lifting the abstract control law to the complex system using an interface. For the class of linear control systems, we give an effective characterization of the simulation functions and of the associated interfaces. This characterization allows us to use algorithmic procedures for their computation. We show how to choose an abstraction for a linear control system such that our hierarchical control approach can be used. Finally, we show the effectiveness of our approach on an example.",26,1.5,10.1016/j.automatica.2008.09.016,https://doi.org/10.1016/j.automatica.2008.09.016,1.1000
Var74,"Autopoiesis: the organization of living systems, its characterization and a model.","F. G. Varela, H. Maturana, and R. Uribe",1974,1974-05-01,Currents in modern biology,5 4,"'
          187-96
        ",,1773,34,10.1016/0303-2647(74)90031-8,https://doi.org/10.1016/0303-2647(74)90031-8,1.1000
Ros24,Software in the natural world: A computational approach to hierarchical emergence,F. Rosas et al.,2024,2024-02-14,,,,"Understanding the functional architecture of complex systems is crucial to illuminate their inner workings and enable effective methods for their prediction and control. Recent advances have introduced tools to characterise emergent macroscopic levels; however, while these approaches are successful in identifying when emergence takes place, they are limited in the extent they can determine how it does. Here we address this limitation by developing a computational approach to emergence, which characterises macroscopic processes in terms of their computational capabilities. Concretely, we articulate a view on emergence based on how software works, which is rooted on a mathematical formalism that articulates how macroscopic processes can express self-contained informational, interventional, and computational properties. This framework establishes a hierarchy of nested self-contained processes that determines what computations take place at what level, which in turn delineates the functional architecture of a complex system. This approach is illustrated on paradigmatic models from the statistical physics and computational neuroscience literature, which are shown to exhibit macroscopic processes that are akin to software in human-engineered systems. Overall, this framework enables a deeper understanding of the multi-level structure of complex systems, revealing specific ways in which they can be efficiently simulated, predicted, and controlled.",18,7.9,,https://www.semanticscholar.org/paper/533276061cd32694f90daf56b1883afd58e4ac6a,1.1000
Alb20b,A macro agent and its actions,"L. Albantakis, F. Massari, M. Beheler-Amass, and G. Tononi",2020,2020-03-31,ArXiv,abs/2004.00058,,"In science, macro level descriptions of the causal interactions within complex, dynamical systems are typically deemed convenient, but ultimately reducible to a complete causal account of the underlying micro constituents. Yet, such a reductionist perspective is hard to square with several issues related to autonomy and agency: (1) agents require (causal) borders that separate them from the environment, (2) at least in a biological context, agents are associated with macroscopic systems, and (3) agents are supposed to act upon their environment. Integrated information theory (IIT) offers a quantitative account of causation based on a set of causal principles, including notions such as causal specificity, composition, and irreducibility, that challenges the reductionist perspective in multiple ways. First, the IIT formalism provides a complete account of a system’s causal structure, including irreducible higher-order mechanisms constituted of multiple system elements. Second, a system’s amount of integrated information (Φ) measures the causal constraints a system exerts onto itself and can peak at a macro level of description. Finally, the causal principles of IIT can also be employed to identify and quantify the actual causes of events (“what caused what”), such as an agent’s actions. Here, we demonstrate this framework by example of a simulated agent, equipped with a small neural network, that forms a maximum of Φ at a macro scale.",9,1.5,10.1007/978-3-030-71899-2_7,https://doi.org/10.1007/978-3-030-71899-2_7,1.1000
