Cite Key,Title,Authors,Year,Publication Date,Journal,Volume,Pages,Abstract,Citation Count,Citations/Year,DOI,URL,Relevance Score
Sho80,Axiomatic derivation of the principle of maximum entropy and the principle of minimum cross-entropy,J. Shore and Rodney W. Johnson,1980,,IEEE Trans. Inf. Theory,26,26-37,"Jaynes's principle of maximum entropy and Kullbacks principle of minimum cross-entropy (minimum directed divergence) are shown to be uniquely correct methods for inductive inference when new information is given in the form of expected values. Previous justifications use intuitive arguments and rely on the properties of entropy and cross-entropy as information measures. The approach here assumes that reasonable methods of inductive inference should lead to consistent results when there are different ways of taking the same information into account (for example, in different coordinate system). This requirement is formalized as four consistency axioms. These are stated in terms of an abstract information operator and make no reference to information measures. It is proved that the principle of maximum entropy is correct in the following sense: maximizing any function but entropy will lead to inconsistency unless that function and entropy have identical maxima. In other words given information in the form of constraints on expected values, there is only one (distribution satisfying the constraints that can be chosen by a procedure that satisfies the consistency axioms; this unique distribution can be obtained by maximizing entropy. This result is established both directly and as a special case (uniform priors) of an analogous result for the principle of minimum cross-entropy. Results are obtained both for continuous probability densities and for discrete distributions.",1844,40,10.1109/TIT.1980.1056144,https://doi.org/10.1109/TIT.1980.1056144,2.5500
Cat06,Updating Probabilities,A. Caticha and A. Giffin,2006,2006-08-17,ArXiv,abs/physics/0608185,,"We show that Skilling's method of induction leads to a unique general theory of inductive inference, the method of Maximum relative Entropy (ME). The main tool for updating probabilities is the logarithmic relative entropy; other entropies such as those of Renyi or Tsallis are ruled out. We also show that Bayes updating is a special case of ME updating and thus, that the two are completely compatible.",55,2.8,10.1063/1.2423258,https://doi.org/10.1063/1.2423258,2.0500
Ski88,The Axioms of Maximum Entropy,J. Skilling,1988,,,,173-187,,232,6.1,10.1007/978-94-009-3049-0_8,https://doi.org/10.1007/978-94-009-3049-0_8,1.7500
Knu10,Foundations of Inference,K. Knuth and J. Skilling,2010,2010-08-27,Axioms,1,38-73,"We present a simple and clear foundation for finite inference that unites and significantly extends the approaches of Kolmogorov and Cox. Our approach is based on quantifying lattices of logical statements in a way that satisfies general lattice symmetries. With other applications such as measure theory in mind, our derivations assume minimal symmetries, relying on neither negation nor continuity nor differentiability. Each relevant symmetry corresponds to an axiom of quantification, and these axioms are used to derive a unique set of quantifying rules that form the familiar probability calculus. We also derive a unique quantification of divergence, entropy and information.",63,4.0,10.3390/axioms1010038,https://doi.org/10.3390/axioms1010038,1.6300
Gru04,"Game theory, maximum entropy, minimum discrepancy and robust Bayesian decision theory",P. Grünwald and A. P. Dawid,2004,2004-08-01,Annals of Statistics,32,1367-1433,"We describe and develop a close relationship between two problems that have customarily been regarded as distinct: that of maximizing entropy, and that of minimizing worst-case expected loss. Using a formulation grounded in the equilibrium theory of zero-sum games between Decision Maker and Nature, these two problems are shown to be dual to each other, the solution to each providing that to the other. Although Topsoe described this connection for the Shannon entropy over 20 years ago, it does not appear to be widely known even in that important special case. We here generalize this theory to apply to arbitrary decision problems and loss functions. We indicate how an appropriate generalized definition of entropy can be associated with such a problem, and we show that, subject to certain regularity conditions, the above-mentioned duality continues to apply in this extended context. This simultaneously provides a possible rationale for maximizing entropy and a tool for finding robust Bayes acts. We also describe the essential identity between the problem of maximizing entropy and that of minimizing a related discrepancy or divergence between distributions. This leads to an extension, to arbitrary discrepancies, of a well-known minimax theorem for the case of Kullback-Leibler divergence (the redundancy-capacity theorem of information theory). For the important case of families of distributions having certain mean values specified, we develop simple sufficient conditions and methods for identifying the desired solutions. We use this theory to introduce a new concept of generalized exponential family linked to the specific decision problem under consideration, and we demonstrate that this shares many of the properties of standard exponential families. Finally, we show that the existence of an equilibrium in our game can be rephrased in terms of a Pythagorean property of the related divergence, thus generalizing previously announced results for Kullback-Leibler and Bregman divergences.",552,25,10.1214/009053604000000553,https://doi.org/10.1214/009053604000000553,1.5500
Daw06,The Geometry of Decision Theory,P. Dawid and S. Lauritzen,2006,,,,,"A decision problem is defined in terms of an outcome space, an action space and a loss function. Starting from these simple ingredients, we can construct: Proper Scoring Rule; Entropy Function; Divergence Function; Riemannian Metric; and Unbiased Estimating Equation. We illustrate these for the case of a Riemannian outcome space. From an abstract viewpoint, the loss function defines a duality between the outcome and action spaces, while the correspondence between a distribution and its Bayes act induces a self-duality. Together these determine a “decision geometry” for the family of distributions on outcome space. This allows generalisation of many standard statistical concepts and properties. In particular we define and study generalised exponential families.",44,2.2,,https://www.semanticscholar.org/paper/8da8e58ca88b429c0a5977f9dd34ea4a93baabed,1.4500
Ama10b,Information geometry of divergence functions,S. Amari and A. Cichocki,2010,2010-03-01,Bulletin of The Polish Academy of Sciences-technical Sciences,58,183-195,"Measures of divergence between two points play a key role in many engineering problems. One such measure is a distance function, but there are many important measures which do not satisfy the properties of the distance. The Bregman divergence, KullbackLeibler divergence and f -divergence are such measures. In the present article, we study the differential-geometrical structure of a manifold induced by a divergence function. It consists of a Riemannian metric, and a pair of dually coupled affine connections, which are studied in information geometry. The class of Bregman divergences are characterized by a dually flat structure, which is originated from the Legendre duality. A dually flat space admits a generalized Pythagorean theorem. The class of f -divergences, defined on a manifold of probability distributions, is characterized by information monotonicity, and the Kullback-Leibler divergence belongs to the intersection of both classes. The f -divergence always gives the α-geometry, which consists of the Fisher information metric and a dual pair of ±α-connections. The α-divergence is a special class of f -divergences. This is unique, sitting at the intersection of the f -divergence and Bregman divergence classes in a manifold of positive measures. The geometry derived from the Tsallis q-entropy and related divergences are also addressed.",185,11,10.2478/V10175-010-0019-1,https://doi.org/10.2478/V10175-010-0019-1,1.3300
Ay12,Information geometry and sufficient statistics,"N. Ay, J. Jost, H. Lê, and Lorenz Schwachhöfer",2012,2012-07-28,Probability Theory and Related Fields,162,327 - 364,"Information geometry provides a geometric approach to families of statistical models. The key geometric structures are the Fisher quadratic form and the Amari–Chentsov tensor. In statistics, the notion of sufficient statistic expresses the criterion for passing from one model to another without loss of information. This leads to the question how the geometric structures behave under such sufficient statistics. While this is well studied in the finite sample size case, in the infinite case, we encounter technical problems concerning the appropriate topologies. Here, we introduce notions of parametrized measure models and tensor fields on them that exhibit the right behavior under statistical transformations. Within this framework, we can then handle the topological issues and show that the Fisher metric and the Amari–Chentsov tensor on statistical models in the class of symmetric 2-tensor fields and 3-tensor fields can be uniquely (up to a constant) characterized by their invariance under sufficient statistics, thereby achieving a full generalization of the original result of Chentsov to infinite sample sizes. More generally, we decompose Markov morphisms between statistical models in terms of statistics. In particular, a monotonicity result for the Fisher information naturally follows.",107,7.7,10.1007/s00440-014-0574-8,https://doi.org/10.1007/s00440-014-0574-8,1.2800
Csi91,Why least squares and maximum entropy? An axiomatic approach to inference for linear inverse problems,I. Csiszár,1991,1991-12-01,Annals of Statistics,19,2032-2066,,864,25,10.1214/AOS/1176348385,https://doi.org/10.1214/AOS/1176348385,1.2700
Ama09,"$\alpha$ -Divergence Is Unique, Belonging to Both  $f$-Divergence and Bregman Divergence Classes",S. Amari,2009,2009-11-01,IEEE Transactions on Information Theory,55,4925-4931,,198,12,10.1109/TIT.2009.2030485,https://doi.org/10.1109/TIT.2009.2030485,1.2200
Joh83,Comments on and correction to 'Axiomatic derivation of the principle of maximum entropy and the principle of minimum cross-entropy' (Jan 80 26-37),Rodney W. Johnson and J. Shore,1983,1983-11-01,IEEE Trans. Inf. Theory,29,942-943,"An error in the subject paper is pointed out: when the axioms given there are restricted to the discrete case, they do not imply the discrete case of the principle of minimum cross-entropy. The principle is shown to follow, however, from the adoption of an additional axiom: if new information is consistent with a prior estimate of a probability distribution, then the posterior estimate equals the prior. Minor other improvements and corrections to the arguments in the paper are made.",102,2.4,10.1109/TIT.1983.1056747,https://doi.org/10.1109/TIT.1983.1056747,1.1800
Zha04,"Divergence Function, Duality, and Convex Analysis",Jun Zhang,2004,,Neural Computation,16,159-195,,176,7.9,10.1162/08997660460734047,https://doi.org/10.1162/08997660460734047,1.1600
Leb04,An Extended Cencov-Campbell Characterization of Conditional Information Geometry,Guy Lebanon,2004,2004-07-07,Conference on Uncertainty in Artificial Intelligence,,341-345,"We formulate and prove an axiomatic characterization of conditional information geometry, for both the normalized and the non-normalized cases. This characterization extends the axiomatic derivation of the Fisher geometry by Cencov and Campbell to the cone of positive conditional models, and as a special case to the manifold of conditional distributions. Due to the close connection between the conditional I-divergence and the product Fisher information metric the characterization provides a new axiomatic interpretation of the primal problems underlying logistic regression and AdaBoost.",5,0.2,,https://www.semanticscholar.org/paper/349d7be32ea92ae1912ffc8dc98eafe7bd0f016d,1.1400
Rei09,"Information, Divergence and Risk for Binary Experiments",Mark D. Reid and R. C. Williamson,2009,2009-01-05,J. Mach. Learn. Res.,12,731-817,"We unify f-divergences, Bregman divergences, surrogate regret bounds, proper scoring rules, cost curves, ROC-curves and statistical information. We do this by systematically studying integral and variational representations of these objects and in so doing identify their representation primitives which all are related to cost-sensitive binary classification. As well as developing relationships between generative and discriminative views of learning, the new machinery leads to tight and more general surrogate regret bounds and generalised Pinsker inequalities relating f-divergences to variational divergence. The new viewpoint also illuminates existing algorithms: it provides a new derivation of Support Vector Machines in terms of divergences and relates maximum mean discrepancy to Fisher linear discriminants.",247,14,10.5555/1953048.2021029,https://doi.org/10.5555/1953048.2021029,1.1100
Par11b,Proper local scoring rules,"M. Parry, A. Dawid, and S. Lauritzen",2011,2011-01-26,Annals of Statistics,40,561-592,"We investigate proper scoring rules for continuous distributions on the real line. It is known that the log score is the only such rule that depends on the quoted density only through its value at the outcome that materializes. Here we allow further dependence on a finite number $m$ of derivatives of the density at the outcome, and describe a large class of such $m$-local proper scoring rules: these exist for all even $m$ but no odd $m$. We further show that for $m\geq2$ all such $m$-local rules can be computed without knowledge of the normalizing constant of the distribution.",146,9.5,10.1214/12-AOS971,https://doi.org/10.1214/12-AOS971,1.0900
Hec86,An axiomatic framework for belief updates,D. Heckerman,1986,1986-08-08,Conference on Uncertainty in Artificial Intelligence,,11-22,"In the 1940's, a physicist named Cox provided the first formal justification for the axioms of probability based on the subjective or Bayesian interpretation. He showed that if a measure of belief satisfies several fundamental properties, then the measure must be some monotonic transformation of a probability. In this paper, measures of change in belief or belief updates are examined. In the spirit of Cox, properties for a measure of change in belief are enumerated. It is shown that if a measure satisfies these properties, it must satisfy other restrictive conditions. For example, it is shown that belief updates in a probabilistic context must be equal to some monotonic transformation of a likelihood ratio. It is hoped that this formal explication of the belief update paradigm will facilitate critical discussion and useful extensions of the approach.",48,1.2,10.1016/B978-0-444-70396-5.50007-8,https://doi.org/10.1016/B978-0-444-70396-5.50007-8,1.0600
Lin56,On a Measure of the Information Provided by an Experiment,D. Lindley,1956,1956-12-01,Annals of Mathematical Statistics,27,986-1005,,1726,25,10.1214/AOMS/1177728069,https://doi.org/10.1214/AOMS/1177728069,1.0400
Van17c,Entropic Updating of Probabilities and Density Matrices,Kevin Vanslette,2017,2017-10-26,Entropy,19,664,"We find that the standard relative entropy and the Umegaki entropy are designed for the purpose of inferentially updating probabilities and density matrices, respectively. From the same set of inferentially guided design criteria, both of the previously stated entropies are derived in parallel. This formulates a quantum maximum entropy method for the purpose of inferring density matrices in the absence of complete information.",27,3.2,10.3390/e19120664,https://doi.org/10.3390/e19120664,1.0200
Joh79,Axiomatic characterization of the directed divergences and their linear combinations,Rodney W. Johnson,1979,1979-11-01,IEEE Trans. Inf. Theory,25,709-716,"The directed divergences of two probability densities p and q are given by \int p(x) \log (p(x)/q(x))dx and by the same expression with p and q interchanged; the divergence is the sum of the directed divergences. These quantities have applications in information theory and to the problem of assigning prior probabilities subject to constraints. It is shown that the directed divergences and their positive linear combinations, including the divegeoce, are characterized by axioms of \it{positivity, additivity}, and \it{finiteness}, which are fundamental in work on prior probabilities. In the course of the proof, the latter two are shown to imply yet another axiom: \it{linear invariance}.",72,1.5,10.1109/TIT.1979.1056113,https://doi.org/10.1109/TIT.1979.1056113,1.0100
Csi08,Axiomatic Characterizations of Information Measures,I. Csiszár,2008,2008-09-19,Entropy,10,261-273,"Axiomatic characterizations of Shannon entropy, Kullback I-divergence, and some generalized information measures are surveyed. Three directions are treated: (A) Characterization of functions of probability distributions suitable as information measures. (B) Characterization of set functions on the subsets of {1; : : : ;N} representable by joint entropies of components of an N-dimensional random vector. (C) Axiomatic characterization of MaxEnt and related inference rules. The paper concludes with a brief discussion of the relevance of the axiomatic approach for information theory.",307,17,10.3390/e10030261,https://doi.org/10.3390/e10030261,1.0000
Zhu97d,On Information and Sufficiency,Huaiyu Zhu,1997,1997-02-01,,,,The information deviation between any two finite measures cannot be increased by any statistical operations (Markov morphisms). It is invarient if and only if the morphism is sufficient for these two measures,9805,335,,https://www.semanticscholar.org/paper/87cbed883368d4a9efd42fdd91f47038f8d8fbe6,0.9900
Cam81,Maximum entropy and conditional probability,J. V. Campenhout and T. Cover,1981,1981-07-01,IEEE Trans. Inf. Theory,27,483-488,"It is well-known that maximum entropy distributions, subject to appropriate moment constraints, arise in physics and mathematics. In an attempt to find a physical reason for the appearance of maximum entropy distributions, the following theorem is offered. The conditional distribution of X_{l} given the empirical observation (1/n)\sum^{n}_{i}=_{l}h(X_{i})=\alpha , where X_{1},X_{2}, \cdots are independent identically distributed random variables with common density g converges to f_{\lambda}(x)=e^{\lambda^{t}h(X)}g(x) (Suitably normalized), where \lambda is chosen to satisfy \int f_{lambda}(x)h(x)dx= \alpha . Thus the conditional distribution of a given random variable X is the (normalized) product of the maximum entropy distribution and the initial distribution. This distribution is the maximum entropy distribution when g is uniform. The proof of this and related results relies heavily on the work of Zabell and Lanford.",235,5.2,10.1109/TIT.1981.1056374,https://doi.org/10.1109/TIT.1981.1056374,0.9700
Cat21b,"Entropy, Information, and the Updating of Probabilities",A. Caticha,2021,2021-07-01,Entropy,23,,"This paper is a review of a particular approach to the method of maximum entropy as a general framework for inference. The discussion emphasizes pragmatic elements in the derivation. An epistemic notion of information is defined in terms of its relation to the Bayesian beliefs of ideally rational agents. The method of updating from a prior to posterior probability distribution is designed through an eliminative induction process. The logarithmic relative entropy is singled out as a unique tool for updating (a) that is of universal applicability, (b) that recognizes the value of prior information, and (c) that recognizes the privileged role played by the notion of independence in science. The resulting framework—the ME method—can handle arbitrary priors and arbitrary constraints. It includes the MaxEnt and Bayes’ rules as special cases and, therefore, unifies entropic and Bayesian methods into a single general inference scheme. The ME method goes beyond the mere selection of a single posterior, and also addresses the question of how much less probable other distributions might be, which provides a direct bridge to the theories of fluctuations and large deviations.",36,7.4,10.3390/e23070895,https://doi.org/10.3390/e23070895,0.9600
Csi75,$I$-Divergence Geometry of Probability Distributions and Minimization Problems,I. Csiszár,1975,1975-02-01,Annals of Probability,3,146-158,"JSTOR is a not-for-profit service that helps scholars, researchers, and students discover, use, and build upon a wide range of content in a trusted digital archive. We use information technology and tools to increase productivity and facilitate new forms of scholarship. For more information about JSTOR, please contact support@jstor.org.. Institute of Mathematical Statistics is collaborating with JSTOR to digitize, preserve and extend access to The Annals of Probability. Some geometric properties of PD's are established, Kullback's I-divergence playing the role of squared Euclidean distance. The minimum discrimination information problem is viewed as that of projecting a PD onto a convex set of PD's and useful existence theorems for and characterizations of the minimizing PD are arrived at. A natural generalization of known iterative algorithms converging to the minimizing PD in special situations is given; even for those special cases, our convergence proof is more generally valid than those previously published. As corollaries of independent interest, generalizations of known results on the existence of PD's or nonnegative matrices of a certain form are obtained. The Lagrange multiplier technique is not used.",1912,37,10.1214/AOP/1176996454,https://doi.org/10.1214/AOP/1176996454,0.9300
Wil80,Bayesian Conditionalisation and the Principle of Minimum Information,P. M. Williams,1980,1980-06-01,The British Journal for the Philosophy of Science,31,131 - 144,,222,4.8,10.1093/bjps/31.2.131,https://doi.org/10.1093/bjps/31.2.131,0.9200
Cat04,"Questions, relevance and relative entropy",A. Caticha,2004,2004-09-08,arXiv: Statistical Mechanics,,,"What is a question? According to Cox a question can be identified with the set of assertions that constitute possible answers. In this paper we propose a different approach that combines the notion that questions are requests for information with the notion that probability distributions represent uncertainties resulting from lack of information. This suggests that to each probability distribution one can naturally associate that particular question which requests the information that is missing and vice-versa. We propose to represent questions q by probability distributions Next we consider how questions relate to each other: to what extent is finding the answer to one question relevant to answering another? A natural measure of relevance is derived by requiring that it satisfy three desirable features (three axioms). We find that the relevance of a question q to another question Q turns out to be the relative entropy S[q,Q] of the corresponding distributions. An application to statistical physics is briefly considered.",3,0.1,10.1063/1.1835241,https://doi.org/10.1063/1.1835241,0.9000
Zha13e,Nonparametric Information Geometry: From Divergence Function to Referential-Representational Biduality on Statistical Manifolds,Jun Zhang,2013,2013-12-04,Entropy,15,5384-5418,"Divergence functions are the non-symmetric “distance” on the manifold, Μθ, of parametric probability density functions over a measure space, (Χ,μ). Classical information geometry prescribes, on Μθ: (i) a Riemannian metric given by the Fisher information; (ii) a pair of dual connections (giving rise to the family of α-connections) that preserve the metric under parallel transport by their joint actions; and (iii) a family of divergence functions ( α-divergence) defined on Μθ x Μθ, which induce the metric and the dual connections. Here, we construct an extension of this differential geometric structure from Μθ (that of parametric probability density functions) to the manifold, Μ, of non-parametric functions on X, removing the positivity and normalization constraints. The generalized Fisher information and α-connections on M are induced by an α-parameterized family of divergence functions, reflecting the fundamental convex inequality associated with any smooth and strictly convex function. The infinite-dimensional manifold, M, has zero curvature for all these α-connections; hence, the generally non-zero curvature of M can be interpreted as arising from an embedding of Μθ into Μ. Furthermore, when a parametric model (after a monotonic scaling) forms an affine submanifold, its natural and expectation parameters form biorthogonal coordinates, and such a submanifold is dually flat for α = ± 1, generalizing the results of Amari’s α-embedding. The present analysis illuminates two different types of duality in information geometry, one concerning the referential status of a point (measurable function) expressed in the divergence function (“referential duality”) and the other concerning its representation under an arbitrary monotone scaling (“representational duality”).",44,3.5,10.3390/e15125384,https://doi.org/10.3390/e15125384,0.8900
Tik84,Consistent inference of probabilities for reproducible experiments,"Y. Tikochinsky, Naftali Tishby, and R. Levine",1984,1984-04-16,Physical Review Letters,52,1357-1360,"The need for inducing a probability distribution from partial data and the complementary problem of the analysis of an observed distribution in terms of fewer relevant variables occur in many branches of physics. For reproducible experiments, consistency conditions which must be satisfied by any algorithm for inferring a discrete probability distribution with given averages are formulated. The only consistent algorithm is the one leading to the distribution of maximal entropy subject to the given constraints.",108,2.6,10.1103/PHYSREVLETT.52.1357,https://doi.org/10.1103/PHYSREVLETT.52.1357,0.8800
Daw07,The geometry of proper scoring rules,A. Dawid,2007,2007-02-16,Annals of the Institute of Statistical Mathematics,59,77-93,,193,10,10.1007/S10463-006-0099-8,https://doi.org/10.1007/S10463-006-0099-8,0.8700
Cox62,The Algebra of Probable Inference,R. T. Cox,1962,1962-07-01,,,,"In Algebra of Probable Inference, Richard T. Cox develops and demonstrates that probability theory is the only theory of inductive inference that abides by logical consistency. Cox does so through a functional derivation of probability theory as the unique extension of Boolean Algebra thereby establishing, for the first time, the legitimacy of probability theory as formalized by Laplace in the 18th century. Perhaps the most significant consequence of Cox's work is that probability represents a subjective degree of plausible belief relative to a particular system but is a theory that applies universally and objectively across any system making inferences based on an incomplete state of knowledge. Cox goes well beyond this amazing conceptual advancement, however, and begins to formulate a theory of logical questions through his consideration of systems of assertions -- a theory that he more fully developed some years later. Although Cox's contributions to probability are acknowledged and have recently gained worldwide recognition, the significance of his work regarding logical questions is virtually unknown. The contributions of Richard Cox to logic and inductive reasoning may eventually be seen to be the most significant since Aristotle.",763,12,10.2307/1909904,https://doi.org/10.2307/1909904,0.8600
Goo60,"Weight of Evidence, Corroboration, Explanatory Power, Information and the Utility of Experiments",I. Good,1960,1960-07-01,Journal of the royal statistical society series b-methodological,22,319-331,"S(H: E fG) = h{P(H. E. G), P(E. G), P(H)}-h{P(G. H), P(G), P(H)} and the proof of Theorem 6 is invalidated. A valid proof can, however, be constructed without undue difficulty and the details will be supplied on request. Professor Aczel and I believe that, by using methods of Aczel (1966), the references to differentiability in my paper can be replaced by references to continuity, provided that the statement of Theorem 16 and of (vi) on p. 330 are changed to",157,2.4,10.1111/J.2517-6161.1960.TB00378.X,https://doi.org/10.1111/J.2517-6161.1960.TB00378.X,0.8500
Knu13b,Lattice duality: The origin of probability and entropy,K. Knuth,2013,2013-08-06,Neurocomputing,67,245-274,,83,6.5,10.1016/j.neucom.2004.11.039,https://doi.org/10.1016/j.neucom.2004.11.039,0.8500
